sequence_length	hydrophobicity_full	density	radius_of_gyration	sphericity	surface_area_to_volume_ratio	euler_characteristic	inradius	circumradius	hydrodynamic_radius
1515	"(-2.53, 1.38, 107.73000000000005, 0.07110891089108914)"	0.316824288	39.63397621	0.811177889	0.090681139	-223	23.629913	77.20563	40.78384662
1593	"(-2.53, 1.38, 69.34000000000005, 0.043527934714375424)"	0.331847024	33.0998369	0.860259332	0.086054935	-205	29.912672	67.846924	40.52435201
1359	"(-2.53, 1.38, 57.01000000000005, 0.04194996320824139)"	0.441671985	27.50680316	0.872485873	0.099063677	-205	24.806314	61.25955	34.70950388
633	"(-2.53, 1.38, 42.320000000000014, 0.06685624012638233)"	0.40081801	33.11968456	0.781011637	0.13817572	-172	16.071882	62.009212	27.79918177
1158	"(-2.53, 1.38, -15.259999999999955, -0.013177892918825523)"	0.198337749	36.01852985	0.88015662	0.079076298	-217	32.18176	78.00837	43.10374116
381	"(-2.53, 1.38, -9.239999999999991, -0.024251968503936985)"	0.286982805	24.23030685	0.845143673	0.135171944	-115	26.955076	54.875816	26.2605701
1017	"(-2.53, 1.38, 44.29000000000003, 0.04354965585054083)"	0.289304332	35.00629283	0.83790516	0.097170558	-154	34.562847	76.308876	36.84611406
2757	"(-2.53, 1.38, 22.550000000000086, 0.00817918026840772)"	0.382300315	34.3681897	0.903754781	0.071795492	-247	38.836952	74.81058	46.23527808
1563	"(-2.53, 1.38, 11.280000000000044, 0.007216890595009625)"	0.412942199	30.48028011	0.834102991	0.096114341	-190	25.4617	76.88146	37.4208272
960	"(-2.53, 1.38, 30.240000000000027, 0.03150000000000003)"	0.28542626	31.34414473	0.834173919	0.099671187	-172	23.882607	63.46402	36.08236692
741	"(-2.53, 1.38, 103.76000000000002, 0.14002699055330636)"	0.333245091	46.52288212	0.683566295	0.139520751	-157	17.38918	109.21723	31.45587781
1752	"(-2.53, 1.38, -5.0099999999999625, -0.002859589041095869)"	0.173038201	47.07185988	0.850667935	0.067120377	-196	42.143333	113.06771	52.54202504
1236	"(-2.53, 1.38, 102.93000000000004, 0.08327669902912624)"	0.488701774	37.36968244	0.830990419	0.111138221	-229	25.66446	70.273	32.48342381
1779	"(-2.53, 1.38, -7.639999999999951, -0.004294547498594688)"	0.107011239	49.09412582	0.908550539	0.054341202	-277	49.343327	86.83474	60.76351974
1674	"(-2.53, 1.38, 65.83000000000006, 0.03932497013142178)"	0.616304326	26.13415331	0.916285867	0.097592159	-271	27.132313	52.52111	33.54867248
6627	"(-2.53, 1.38, 229.19000000000017, 0.034584276444846865)"	0.316011695	59.03403306	0.887552849	0.050960769	-319	45.997154	110.594795	66.32710718
2241	"(-2.53, 1.38, 176.08000000000007, 0.0785720660419456)"	0.284802451	39.07653214	0.812645591	0.077035578	-235	29.220299	87.806244	47.92131493
624	"(-2.53, 1.38, 80.45000000000002, 0.12892628205128207)"	0.304964142	27.17684412	0.821366148	0.121040794	-184	22.653927	56.985172	30.1753761
870	"(-2.53, 1.38, 29.680000000000028, 0.03411494252873566)"	0.965066902	18.76872406	0.912198259	0.14259753	-208	17.41903	35.141094	23.06322385
3750	"(-2.53, 1.38, -519.5499999999998, -0.13854666666666662)"	0.126133484	52.17558707	0.948641873	0.0431053	-316	60.710552	93.77713	73.36489295
669	"(-2.53, 1.38, 30.67000000000002, 0.0458445440956652)"	1.028979402	16.42214005	0.932447494	0.154160444	-214	17.922392	27.916039	20.87007053
1053	"(-2.53, 1.38, 64.16000000000004, 0.06093067426400763)"	0.311901256	28.15273879	0.747085639	0.111570322	-151	19.679436	93.96204	35.99168497
1359	"(-2.53, 1.38, -36.959999999999965, -0.027196467991169954)"	0.628118629	24.52255107	0.901414281	0.10756813	-172	25.79748	46.726795	30.93949353
4200	"(-2.53, 1.38, -101.56999999999982, -0.024183333333333293)"	0.267298154	42.05114748	0.918537322	0.054791589	-304	50.10635	96.42319	59.6088238
537	"(-2.53, 1.38, -13.309999999999977, -0.02478584729981374)"	0.490529705	24.71078872	0.768356791	0.159148537	-145	16.91331	79.63945	24.53328304
1584	"(-2.53, 1.38, 104.46000000000004, 0.06594696969696973)"	0.197574968	48.23126033	0.862897098	0.07186626	-259	37.198597	81.46827	48.376807
4110	"(-2.53, 1.38, -269.96999999999986, -0.06568613138686127)"	0.166541751	48.13399399	0.941739851	0.045749751	-328	62.938927	93.64865	69.63083009
1092	"(-2.53, 1.38, 4.350000000000033, 0.0039835164835165145)"	0.241372983	35.27749783	0.877237841	0.087375199	-247	33.419792	64.372856	39.13954029
435	"(-2.53, 1.38, -8.629999999999983, -0.019839080459770075)"	0.751211444	16.02926819	0.881031547	0.170083566	-124	14.956047	37.33686	20.02015531
2538	"(-2.53, 1.38, 15.600000000000076, 0.006146572104018942)"	0.331923493	33.36155403	0.915376889	0.06936767	-229	38.63143	69.76362	47.24590878
1653	"(-2.53, 1.38, -180.3499999999999, -0.10910465819721712)"	0.127368298	46.38946232	0.881195444	0.061252772	-235	40.578938	93.63978	55.58060447
2688	"(-2.53, 1.38, -2.6099999999999, -0.0009709821428571056)"	0.129922622	47.55406469	0.932026858	0.048929149	-328	59.265884	91.93794	65.78474073
1188	"(-2.53, 1.38, -21.17999999999996, -0.017828282828282794)"	0.732838469	22.93786283	0.907491818	0.117360103	-190	22.141037	47.804794	28.16813237
915	"(-2.53, 1.38, 29.160000000000032, 0.031868852459016425)"	0.236431079	32.46491847	0.840926846	0.09571227	-193	28.254906	69.354195	37.27309211
2442	"(-2.53, 1.38, 113.17000000000009, 0.04634316134316138)"	0.189695545	42.54193674	0.919826657	0.057769348	-244	50.464035	86.71393	56.45699979
906	"(-2.53, 1.38, 33.51000000000002, 0.03698675496688744)"	0.930401883	18.62363473	0.922010654	0.136961536	-181	20.004694	36.333282	23.75673197
2016	"(-2.53, 1.38, 97.04000000000005, 0.04813492063492066)"	0.454878921	32.15917798	0.830014058	0.091208754	-205	27.074888	91.526436	39.62773803
405	"(-2.53, 1.38, 56.540000000000006, 0.13960493827160494)"	1.046832792	14.3220423	0.929476882	0.181962264	-163	12.471983	24.681557	17.73786438
2757	"(-2.53, 1.38, 120.42000000000009, 0.043677910772578925)"	0.537334377	30.19791532	0.877311405	0.082660482	-247	33.796917	65.24462	41.36847807
2817	"(-2.53, 1.38, 78.99000000000008, 0.0280404685835996)"	0.409935159	36.36927362	0.922411141	0.071706667	-247	41.024395	69.15977	45.35625369
930	"(-2.53, 1.38, 41.070000000000036, 0.04416129032258068)"	0.623290215	22.04389858	0.866273591	0.127508388	-175	19.372194	45.99049	27.15985358
381	"(-2.53, 1.38, 60.23000000000002, 0.1580839895013124)"	0.368493858	58.2418517	0.560779249	0.218673207	-169	13.190009	117.59789	24.46435368
2622	"(-2.53, 1.38, -83.90999999999988, -0.03200228832951941)"	0.135896878	45.7352581	0.911565499	0.051173015	-298	54.249493	91.314606	64.31205212
942	"(-2.53, 1.38, 72.82000000000002, 0.07730360934182592)"	0.594924346	21.86601627	0.897386474	0.120799109	-142	23.309998	46.318798	27.67438669
1281	"(-2.53, 1.38, 62.51000000000003, 0.0487978142076503)"	0.238924508	29.58640171	0.874867572	0.081952585	-178	31.118807	75.009384	41.84237011
3411	"(-2.53, 1.38, 60.290000000000106, 0.01767516857226623)"	0.242642417	42.53255179	0.909986456	0.057042405	-322	38.64394	82.36814	57.79476414
582	"(-2.53, 1.38, 52.390000000000015, 0.09001718213058421)"	0.22471491	29.66105713	0.865623459	0.104840597	-154	25.39539	60.917206	33.05694787
1419	"(-2.53, 1.38, 135.05000000000004, 0.0951726568005638)"	0.435311434	28.51022544	0.860184373	0.098018539	-229	26.715906	62.825012	35.58127282
864	"(-2.53, 1.38, 65.31000000000003, 0.07559027777777781)"	0.194388125	34.31773162	0.891538866	0.085180791	-115	34.448242	58.08351	39.50383918
1077	"(-2.53, 1.38, 136.94000000000003, 0.1271494893221913)"	0.423629725	25.83510446	0.830363631	0.111413565	-193	25.988981	78.19857	32.42760429
1389	"(-2.53, 1.38, -18.049999999999965, -0.012994960403167721)"	0.267016983	38.8631403	0.867133001	0.082375905	-178	25.737705	69.2123	41.99865125
663	"(-2.53, 1.38, 100.21000000000004, 0.1511463046757165)"	0.101801136	40.19575032	0.842517071	0.082601695	-172	30.963808	74.49034	43.1075746
3180	"(-2.53, 1.38, -172.73999999999987, -0.05432075471698109)"	0.117261977	54.83769128	0.955112556	0.043633117	-409	62.9145	87.31234	71.98640173
3387	"(-2.53, 1.38, 118.06000000000012, 0.0348568054325362)"	0.211269898	39.23662259	0.926231012	0.053905281	-280	50.543457	85.18019	60.08563021
357	"(-2.53, 1.38, 34.42000000000001, 0.09641456582633055)"	0.376562407	50.80692904	0.58856552	0.215157066	-130	16.949059	99.554665	23.6903144
363	"(-2.53, 1.38, 26.120000000000008, 0.0719559228650138)"	0.193440482	28.57716572	0.830025243	0.122794098	-163	21.39311	54.66704	29.43421526
1341	"(-2.53, 1.38, 169.25000000000006, 0.12621178225205076)"	0.484448575	30.6195187	0.838905328	0.105570184	-223	21.079798	61.370613	33.87404219
135	"(-2.53, 1.38, -7.839999999999998, -0.05807407407407406)"	0.382810933	22.91601201	0.746631826	0.234514654	-121	12.268602	38.65448	17.13344796
471	"(-2.53, 1.38, 6.270000000000019, 0.013312101910828066)"	0.800589865	16.95839418	0.88243358	0.168951972	-148	16.333414	38.643795	20.12222328
1317	"(-2.53, 1.38, -121.45999999999995, -0.0922247532270311)"	0.107111002	45.98937339	0.899286049	0.060433495	-211	46.413902	77.29303	55.20083992
936	"(-2.53, 1.38, -77.48999999999997, -0.0827884615384615)"	0.151488947	45.91710655	0.760975943	0.087597295	-205	39.93287	99.36327	45.00488238
2259	"(-2.53, 1.38, 124.79000000000008, 0.05524125719344846)"	0.417650585	37.10643792	0.887066593	0.081666068	-238	33.801952	65.25643	41.41173123
1212	"(-2.53, 1.38, -24.499999999999968, -0.02021452145214519)"	0.269961977	31.05808125	0.898187015	0.084132021	-202	31.395798	67.85486	39.70024288
1581	"(-2.53, 1.38, 66.14000000000004, 0.041834282099936775)"	0.416716004	36.29151194	0.81939395	0.097849702	-148	27.290182	77.63939	37.41700268
1527	"(-2.53, 1.38, -21.529999999999955, -0.014099541584806781)"	0.474116927	28.77093074	0.89665733	0.093581453	-175	31.065977	54.98563	35.75238086
1362	"(-2.53, 1.38, 21.360000000000046, 0.015682819383259945)"	0.430005671	25.36331086	0.877490119	0.098092134	-193	25.244028	59.11517	34.8533749
471	"(-2.53, 1.38, 52.95000000000002, 0.11242038216560513)"	0.233763882	41.92267672	0.751247585	0.131669193	-148	19.785942	74.14314	30.3287137
1071	"(-2.53, 1.38, 24.820000000000043, 0.023174603174603216)"	0.26612824	33.0372258	0.791376217	0.101579831	-211	23.983955	74.1699	37.31906671
1692	"(-2.53, 1.38, 99.33000000000007, 0.05870567375886529)"	0.088985253	74.807412	0.780604538	0.061105346	-217	36.819378	154.52321	62.89425449
2178	"(-2.53, 1.38, -192.66999999999993, -0.0884618916437098)"	0.132919736	43.38006765	0.934007678	0.052896194	-304	52.041428	81.43534	60.72204439
2475	"(-2.53, 1.38, 266.4500000000001, 0.1076565656565657)"	0.128277315	43.95209442	0.916687311	0.051215486	-262	50.393227	87.6045	63.89968744
1059	"(-2.53, 1.38, 81.75000000000003, 0.07719546742209635)"	0.153352204	35.52654165	0.824050008	0.079934973	-163	38.422424	104.33084	45.54396657
642	"(-2.53, 1.38, 116.74000000000002, 0.18183800623052962)"	0.323122397	26.59849281	0.776150328	0.131935759	-178	24.930075	57.961975	29.29630777
366	"(-2.53, 1.38, 1.950000000000018, 0.0053278688524590655)"	0.66432889	19.71545652	0.758316621	0.196997152	-130	12.266523	54.837547	20.08217429
4971	"(-2.53, 1.38, 438.35000000000014, 0.08818145242405957)"	0.270755579	57.6849921	0.865987248	0.054468326	-289	50.66211	115.34326	63.60126124
2007	"(-2.53, 1.38, 57.28000000000007, 0.028540109616342835)"	0.266182831	32.7497881	0.841983273	0.076707236	-178	36.509647	95.07977	46.44954437
648	"(-2.53, 1.38, 17.330000000000027, 0.02674382716049387)"	0.358567347	28.83483284	0.785277177	0.130534704	-166	17.598656	69.21475	29.26660129
1095	"(-2.53, 1.38, 15.450000000000031, 0.014109589041095919)"	0.341483928	36.44374259	0.792043136	0.107295141	-241	21.624233	82.20449	35.30143548
468	"(-2.53, 1.38, 55.71000000000002, 0.11903846153846158)"	0.48962262	20.06850995	0.805770258	0.160637963	-139	16.392712	52.063576	23.1772462
1425	"(-2.53, 1.38, 56.19000000000003, 0.03943157894736844)"	0.31745294	31.12153897	0.909519167	0.084173428	-211	35.483177	60.54133	39.18631142
3729	"(-2.53, 1.38, -82.02999999999987, -0.021997854652721874)"	0.2876927	38.11577804	0.930359502	0.057130807	-259	50.7642	73.92549	56.4417013
2052	"(-2.53, 1.38, 159.99000000000007, 0.07796783625730998)"	0.44913695	44.37933596	0.816087675	0.092120246	-238	27.886696	87.5614	39.90518652
1356	"(-2.53, 1.38, -128.32999999999996, -0.09463864306784657)"	0.113541203	40.36731143	0.905408404	0.061963127	-280	48.87824	83.19377	53.47409028
516	"(-2.53, 1.38, 19.330000000000027, 0.037461240310077575)"	0.78210776	15.91954684	0.900054049	0.159180285	-133	16.508204	37.58414	20.93935917
1002	"(-2.53, 1.38, -53.349999999999966, -0.05324351297405186)"	0.205797618	31.59301036	0.902499291	0.082314745	-196	31.445526	69.55604	40.38282986
993	"(-2.53, 1.38, 68.47000000000003, 0.06895266868076538)"	0.419099735	26.57893393	0.840342297	0.109901537	-235	25.492468	85.091446	32.48338406
303	"(-2.53, 1.38, 26.260000000000005, 0.08666666666666668)"	0.764748956	15.20210359	0.832677415	0.203213611	-136	13.238013	34.949623	17.72930355
1131	"(-2.53, 1.38, -163.43999999999997, -0.14450928381962863)"	0.378998149	33.23539146	0.827617521	0.105834481	-178	24.142445	95.61872	34.25030123
2850	"(-2.53, 1.38, -24.859999999999886, -0.00872280701754382)"	0.337457357	35.41209726	0.922971229	0.066135504	-256	41.011044	76.80171	49.14715982
3954	"(-2.53, 1.38, -15.429999999999843, -0.0039023773394030966)"	0.153543825	47.88210089	0.925100311	0.046025386	-280	59.886604	100.88892	70.45875883
2967	"(-2.53, 1.38, 68.93000000000009, 0.02323222109875298)"	0.543646668	38.44447222	0.865269654	0.082347692	-226	29.38871	72.18245	42.10351472
1095	"(-2.53, 1.38, 58.700000000000045, 0.0536073059360731)"	0.262123449	40.10041111	0.815755108	0.095164683	-199	29.62893	82.894966	38.644318
1227	"(-2.53, 1.38, 14.810000000000041, 0.012070089649551786)"	0.502698182	27.64869204	0.848112269	0.109440671	-172	24.300333	61.345528	32.32132532
1494	"(-2.53, 1.38, -236.79999999999995, -0.1585006693440428)"	0.154780302	41.13417183	0.903701543	0.065645348	-235	44.413105	71.9389	50.56992112
2184	"(-2.53, 1.38, 207.58000000000004, 0.09504578754578756)"	0.090813283	122.9352014	0.648293979	0.066089176	-247	78.72095	206.76068	70.01948755
1926	"(-2.53, 1.38, 123.47000000000006, 0.06410695742471446)"	0.11820403	85.11314654	0.707062312	0.069217914	-178	44.42939	194.13629	61.29782401
2943	"(-2.53, 1.38, 104.70000000000012, 0.0355759429153925)"	0.252702086	46.11570589	0.865443107	0.063692807	-235	45.11956	90.88815	54.42423586
4203	"(-2.53, 1.38, -54.319999999999865, -0.012924101832024712)"	0.135655184	58.69446899	0.890809077	0.045260016	-283	69.51929	124.30735	74.40839208
771	"(-2.53, 1.38, 112.15000000000003, 0.14546044098573285)"	0.574496269	22.9185377	0.883447312	0.129761235	-178	16.76233	48.604565	26.16951236
432	"(-2.53, 1.38, 73.89000000000001, 0.1710416666666667)"	0.370961296	23.21650136	0.777936738	0.151894837	-130	16.818094	57.522053	25.38831992
822	"(-2.53, 1.38, 112.48000000000003, 0.13683698296836988)"	0.697944117	20.01507551	0.883156838	0.136676852	-166	16.775055	42.93273	24.85355114
939	"(-2.53, 1.38, 9.190000000000033, 0.00978700745473912)"	0.626321267	22.1932323	0.847773028	0.128231339	-208	21.316074	71.73576	27.59608544
5067	"(-2.53, 1.38, 36.44000000000014, 0.0071916321294651945)"	0.230080282	50.4113384	0.936512987	0.047379293	-280	54.52766	91.15818	67.61123639
1185	"(-2.53, 1.38, 120.35000000000004, 0.10156118143459919)"	0.573701792	23.38634957	0.856897066	0.115026159	-142	20.963606	71.41716	30.43658902
240	"(-2.53, 1.38, 15.480000000000008, 0.06450000000000003)"	0.761418675	13.84047162	0.860062062	0.21273048	-106	13.122862	32.715656	16.39689985
2127	"(-2.53, 1.38, -60.28999999999993, -0.028345086976962825)"	0.108948414	49.43693059	0.917135992	0.050875941	-295	52.002903	99.78213	64.29468322
1155	"(-2.53, 1.38, 41.90000000000003, 0.036277056277056303)"	0.768571244	20.26436098	0.901891197	0.121949417	-172	22.825844	54.611996	27.27642053
735	"(-2.53, 1.38, 20.38000000000002, 0.02772789115646261)"	0.799400708	17.96803794	0.908341851	0.140479675	-196	16.445349	51.70294	23.51031444
1743	"(-2.53, 1.38, -295.68999999999994, -0.16964429145152032)"	0.089685238	51.64994933	0.924667793	0.051013312	-265	53.100403	87.84353	63.59925155
912	"(-2.53, 1.38, 24.550000000000026, 0.026918859649122835)"	0.316518869	34.68460798	0.85223665	0.10382406	-208	30.442999	60.073727	33.90494464
564	"(-2.53, 1.38, 13.79000000000002, 0.024450354609929115)"	0.120525237	40.3969966	0.808292658	0.093238668	-178	27.071648	73.646225	39.80673524
1404	"(-2.53, 1.38, 25.060000000000034, 0.017849002849002874)"	0.283383792	34.62219825	0.86937079	0.083362768	-184	31.400707	64.0332	41.39463735
1464	"(-2.53, 1.38, 86.00000000000003, 0.05874316939890712)"	0.339156762	32.00228803	0.808195106	0.094662741	-214	36.240982	71.00746	39.21262941
615	"(-2.53, 1.38, 70.07000000000002, 0.11393495934959354)"	0.12158984	59.66672495	0.763294899	0.093924931	-190	31.606028	97.833755	41.84542775
603	"(-2.53, 1.38, -11.889999999999983, -0.019718076285240436)"	0.629287183	20.89563586	0.796044756	0.158660482	-166	16.738537	68.657684	23.7528102
1428	"(-2.53, 1.38, -20.229999999999933, -0.014166666666666619)"	0.156109305	42.09619922	0.863540263	0.069647964	-181	42.200874	91.94766	49.88043557
744	"(-2.53, 1.38, 65.23000000000002, 0.08767473118279573)"	0.607545769	21.02323659	0.839625725	0.139337326	-136	17.61064	60.41573	25.6429536
669	"(-2.53, 1.38, 98.21000000000001, 0.14680119581464873)"	0.908447335	16.47457438	0.933729216	0.148779751	-148	18.473867	28.604128	21.59516268
285	"(-2.53, 1.38, 20.01, 0.07021052631578947)"	0.703221714	15.02409281	0.815973414	0.207049487	-118	12.968442	33.60302	17.757061
1998	"(-2.53, 1.38, 9.910000000000068, 0.004959959959959994)"	0.262151674	32.44341458	0.928081319	0.069150374	-205	40.81572	66.853714	46.74559477
2424	"(-2.53, 1.38, 129.4600000000001, 0.053407590759075946)"	0.316894417	39.89802507	0.872311927	0.072720938	-250	34.98075	83.0969	47.2922497
1728	"(-2.53, 1.38, -62.039999999999935, -0.03590277777777774)"	0.095373007	49.79372213	0.923765755	0.05212524	-286	51.211372	82.596275	62.30334032
1692	"(-2.53, 1.38, 99.14000000000007, 0.058593380614657256)"	0.112078926	72.27483116	0.756971708	0.068042584	-208	38.820827	138.80283	58.24528994
471	"(-2.53, 1.38, -10.82999999999998, -0.022993630573248366)"	0.220506908	33.56985937	0.815015136	0.119971118	-172	22.509007	65.274	30.6816614
1392	"(-2.53, 1.38, 100.69000000000004, 0.07233477011494256)"	0.60839183	24.06835404	0.857762038	0.111595538	-160	25.620186	65.28765	31.34062133
543	"(-2.53, 1.38, 46.26000000000001, 0.08519337016574588)"	0.789759082	17.14161954	0.873318029	0.161358935	-145	16.759342	46.093277	21.28902691
492	"(-2.53, 1.38, 19.870000000000015, 0.04038617886178865)"	0.652575738	19.39347115	0.823765333	0.16654236	-133	14.225995	62.57145	21.86719253
2220	"(-2.53, 1.38, -70.89999999999992, -0.0319369369369369)"	0.116775251	45.81657437	0.916524577	0.051469096	-259	47.498116	86.510956	63.59611687
3072	"(-2.53, 1.38, 61.44000000000009, 0.020000000000000028)"	0.369661274	44.71689217	0.807223948	0.076100258	-196	35.30453	104.18074	48.8361129
756	"(-2.53, 1.38, 66.77000000000004, 0.08832010582010587)"	0.265811199	32.74650061	0.784352766	0.113165336	-160	25.005285	76.41474	33.79842043
4464	"(-2.53, 1.38, 71.46000000000018, 0.016008064516129072)"	0.103651705	62.84051066	0.964506155	0.038182422	-343	65.14442	109.03208	81.46156953
441	"(-2.53, 1.38, -42.09999999999999, -0.09546485260770972)"	0.991178137	15.85722954	0.897295083	0.181930314	-181	12.498806	31.736515	18.37726586
1935	"(-2.53, 1.38, 175.1800000000001, 0.09053229974160211)"	0.357809535	35.16161752	0.899861011	0.079015583	-214	37.903034	71.63823	42.19228714
1218	"(-2.53, 1.38, 62.17000000000005, 0.0510426929392447)"	0.416933824	27.27805579	0.816504337	0.106680987	-202	25.029657	93.84553	34.44099845
2688	"(-2.53, 1.38, -37.79999999999991, -0.014062499999999967)"	0.138807639	62.96716605	0.836556984	0.056030367	-271	42.51842	140.7909	64.00328399
1428	"(-2.53, 1.38, -7.039999999999971, -0.004929971988795498)"	0.170516919	36.75460051	0.890656753	0.069362665	-226	34.992664	83.90104	48.56072026
786	"(-2.53, 1.38, 16.720000000000034, 0.0212722646310433)"	0.142237574	40.36366563	0.847953949	0.084673014	-229	37.876343	79.34684	41.78341874
495	"(-2.53, 1.38, 4.390000000000018, 0.008868686868686906)"	0.892845152	16.45553853	0.893349276	0.170273855	-166	13.878658	30.508512	19.72204729
1140	"(-2.53, 1.38, 111.92000000000002, 0.09817543859649124)"	0.363245576	26.93251433	0.870145078	0.098304108	-202	24.44542	76.431854	35.07178888
873	"(-2.53, 1.38, 16.640000000000025, 0.019060710194730844)"	0.199706114	36.24350662	0.867562262	0.087911464	-226	26.196789	66.0254	39.33463202
1752	"(-2.53, 1.38, 65.89000000000007, 0.037608447488584516)"	0.116721439	42.18617169	0.902581772	0.057324115	-253	49.372692	85.363846	57.98255321
2751	"(-2.53, 1.38, 307.0400000000001, 0.1116103235187205)"	0.558386821	41.25012965	0.834990306	0.08822306	-214	31.76068	79.46649	40.72468221
1068	"(-2.53, 1.38, -41.209999999999965, -0.038586142322097346)"	0.091481626	67.7198216	0.80442505	0.068493232	-211	43.134262	127.54543	54.44876185
3441	"(-2.53, 1.38, -208.59999999999985, -0.06062191223481542)"	0.129748259	53.31797701	0.955600805	0.044230062	-406	65.85709	90.1611	70.97856279
987	"(-2.53, 1.38, -48.86999999999995, -0.0495136778115501)"	0.100010651	42.08570761	0.875609073	0.068185237	-169	38.79983	77.718925	50.24821617
987	"(-2.53, 1.38, 16.97000000000004, 0.017193515704154044)"	0.289953036	33.41389973	0.871689919	0.096142177	-175	23.78066	61.03669	35.79688847
858	"(-2.53, 1.38, -37.069999999999965, -0.04320512820512817)"	0.345407876	27.54236747	0.867194053	0.10511264	-217	25.979258	58.218132	32.91167743
1566	"(-2.53, 1.38, 179.83000000000004, 0.11483397190293744)"	0.65154427	25.55107945	0.916884254	0.101762989	-250	27.090246	51.05009	32.15265838
2457	"(-2.53, 1.38, 127.23000000000008, 0.05178266178266181)"	0.1271811	42.82616094	0.934070258	0.050568163	-304	50.327774	102.76583	63.51327854
1062	"(-2.53, 1.38, 97.50000000000006, 0.09180790960451983)"	0.720798066	20.51169746	0.892524914	0.124889945	-172	23.259771	48.81558	26.91370153
651	"(-2.53, 1.38, -18.379999999999978, -0.02823348694316433)"	0.372986752	28.4929767	0.775132352	0.13266674	-172	25.36302	88.069855	29.17315052
1530	"(-2.53, 1.38, 34.69000000000007, 0.02267320261437913)"	0.094405739	52.28990211	0.90082706	0.055649707	-307	47.985813	110.07274	59.84349518
3105	"(-2.53, 1.38, 141.6100000000001, 0.04560708534621581)"	0.366284143	45.65090999	0.890095846	0.068362549	-316	40.870377	77.88832	49.30219227
1335	"(-2.53, 1.38, 34.48000000000005, 0.02582771535580528)"	0.872444072	21.30157905	0.929761911	0.116772	-226	23.322916	39.74556	27.63190226
1080	"(-2.53, 1.38, 18.880000000000045, 0.017481481481481525)"	0.326503198	27.48688966	0.886474058	0.09408769	-199	21.931238	62.207195	35.96850752
4200	"(-2.53, 1.38, 353.09000000000003, 0.08406904761904763)"	0.396250174	44.69328657	0.885656112	0.064972638	-319	32.48322	81.68227	52.13455009
675	"(-2.53, 1.38, 7.430000000000021, 0.011007407407407438)"	0.593266427	19.5484074	0.879992668	0.134714548	-127	20.074669	49.595585	25.30624463
543	"(-2.53, 1.38, 53.27000000000001, 0.09810313075506448)"	0.804227734	17.00933405	0.874295242	0.162450611	-142	16.064104	44.573742	21.12232838
1962	"(-2.53, 1.38, -36.44999999999993, -0.018577981651376113)"	0.152365915	46.66793093	0.873129555	0.061162313	-241	46.382324	86.44085	56.17701568
561	"(-2.53, 1.38, -16.849999999999977, -0.030035650623885878)"	0.993520841	15.41778387	0.934637208	0.161746097	-163	16.84025	28.706215	19.84469274
2517	"(-2.53, 1.38, -5.399999999999929, -0.0021454112038140362)"	0.212085835	53.41312517	0.839050916	0.064958305	-256	37.963825	116.22236	55.0425134
366	"(-2.53, 1.38, 23.890000000000015, 0.06527322404371588)"	1.161468515	12.86508951	0.936123908	0.198175355	-181	13.576634	22.487352	16.17105196
1269	"(-2.53, 1.38, 28.37000000000004, 0.022356185973207283)"	0.610547814	26.03546498	0.896544086	0.108546974	-202	22.9576	48.17977	30.827044
1704	"(-2.53, 1.38, -226.48999999999992, -0.13291666666666663)"	0.097567526	50.0108241	0.903853434	0.054238794	-277	53.267082	94.910995	61.19461666
1290	"(-2.53, 1.38, -27.109999999999935, -0.02101550387596894)"	0.119665287	46.76985551	0.87125385	0.066010241	-184	44.849094	86.22945	52.16332034
579	"(-2.53, 1.38, -24.45999999999998, -0.042245250431778895)"	0.762775662	17.04976093	0.903712906	0.149350494	-145	17.24253	41.30063	22.22716675
267	"(-2.53, 1.38, 30.650000000000006, 0.11479400749063673)"	0.992120258	12.25957733	0.930484497	0.205633868	-112	13.228606	20.723627	15.67896782
495	"(-2.53, 1.38, 36.320000000000014, 0.0733737373737374)"	0.320560235	27.8658275	0.811265004	0.132099411	-175	20.355888	69.30712	27.99352781
564	"(-2.53, 1.38, 63.86000000000002, 0.11322695035460996)"	0.586698945	19.43908997	0.858636909	0.148524764	-157	18.344143	46.092735	23.5240899
453	"(-2.53, 1.38, 12.830000000000016, 0.02832229580573955)"	0.667924602	19.11239308	0.863196658	0.164373105	-145	16.33114	39.47508	21.14368824
1254	"(-2.53, 1.38, -22.429999999999957, -0.017886762360446538)"	0.111170905	50.58661051	0.892720585	0.062246507	-220	46.66225	93.96394	53.9871893
1107	"(-2.53, 1.38, 142.07000000000005, 0.12833785004516715)"	0.765264333	20.9058613	0.888902584	0.126873029	-187	20.669996	46.729343	26.60098863
330	"(-2.53, 1.38, 28.970000000000002, 0.08778787878787879)"	0.781217182	15.66235537	0.87507903	0.190168377	-151	13.542681	35.76723	18.0275072
735	"(-2.53, 1.38, 40.28000000000002, 0.054802721088435404)"	0.674878974	20.15413732	0.860270331	0.140886047	-172	17.283733	49.31151	24.75245758
660	"(-2.53, 1.38, 0.8200000000000145, 0.0012424242424242645)"	0.302834985	26.81339483	0.800166142	0.120034202	-151	27.341982	64.39536	31.23460905
1749	"(-2.53, 1.38, 222.67000000000004, 0.12731275014293886)"	0.30859236	62.56090225	0.709628216	0.097386571	-226	44.063305	138.74089	43.41015196
1350	"(-2.53, 1.38, 109.91000000000003, 0.08141481481481483)"	0.775419662	21.76523952	0.9068144	0.115053679	-175	21.648037	47.657444	28.75426925
