sequence_length	hydrophobicity_full	density	radius_of_gyration	sphericity	surface_area_to_volume_ratio	euler_characteristic	inradius	circumradius	hydrodynamic_radius	CPI
1710	(-2.53, 1.38, 75.40000000000006, 0.044093567251462025)	0.36401862497887094	28.607379940572127	0.8492807019712214	0.08889383779516136	-148	30.165697	84.36645	39.737298855877214	1
1551	(-2.53, 1.38, 111.62000000000005, 0.07196647324306901)	0.724796400585292	23.941465569321927	0.9322827655962754	0.10455116750467801	-220	26.035551	45.869785	30.778305922381776	1
2625	(-2.53, 1.38, 25.52000000000009, 0.009721904761904796)	0.157147606646572	47.66583628297207	0.9272976702902842	0.05280624812369334	-262	54.57153	82.35609	61.265611697257825	1
864	(-2.53, 1.38, -233.85999999999996, -0.27067129629629627)	0.1408449598665754	41.642249259079435	0.8469991794961579	0.07949503857217727	-184	31.388952	107.9271	44.55518391531346	1
3759	(-2.53, 1.38, 96.00000000000011, 0.025538707102952942)	0.40468532643130856	50.64127098286424	0.8148250395931994	0.07228335179738535	-235	27.020323	101.89506	50.935269176300245	1
753	(-2.53, 1.38, 115.90000000000003, 0.15391766268260296)	0.2120799532919394	35.66908794145482	0.7480029522467192	0.1087091207148152	-235	24.197914	93.671646	36.89367857294894	1
5985	(-2.53, 1.38, 714.1100000000002, 0.1193166248955723)	0.2082760349755079	58.835438581161256	0.8776348951567927	0.046281691517310895	-283	57.65723	133.5455	73.85810298280062	1
1587	(-2.53, 1.38, 106.70000000000006, 0.06723377441713929)	0.4811312007672201	32.819430208423704	0.8040680256317483	0.10547978365731353	-193	22.36846	77.21867	35.37196869125816	1
744	(-2.53, 1.38, 61.400000000000034, 0.08252688172043016)	0.12783221363521163	41.0220658704255	0.8471899695342419	0.08364459880076637	-166	39.398743	81.932236	42.33529078107061	1
2331	(-2.53, 1.38, -25.39999999999992, -0.010896610896610863)	0.15951680322790376	48.74082202656667	0.8903845421288623	0.05767545704893109	-295	49.970764	101.122604	58.4187955010825	1
999	(-2.53, 1.38, 104.09000000000003, 0.10419419419419422)	0.4014230275707206	25.319637815121478	0.8370811802430456	0.1116699991426255	-172	23.674974	60.717735	32.09350603706502	1
1434	(-2.53, 1.38, -148.93999999999994, -0.10386331938633189)	0.10266017513525953	46.93021043536173	0.9098137375276841	0.0581592730850011	-286	46.417656	83.33636	56.69565732990236	1
4692	(-2.53, 1.38, 381.45000000000016, 0.08129795396419441)	0.24922882989719003	69.7419892279628	0.8358005364782941	0.05629229853632714	-274	52.541813	139.30101	63.76312991430393	1
2328	(-2.53, 1.38, -35.67999999999992, -0.015326460481099622)	0.08360537322137622	56.79743201608856	0.9254634741264207	0.04521056383629866	-295	52.878258	103.127556	71.70047760719103	1
1860	(-2.53, 1.38, -119.14999999999993, -0.0640591397849462)	0.23851240064787496	36.08009978171803	0.8815640337473843	0.07231085327823371	-226	38.9208	77.56983	47.06129840028517	1
1389	(-2.53, 1.38, -9.59999999999996, -0.006911447084233233)	0.3432793189756109	29.895145652887233	0.8182303174448523	0.09642721564992209	-178	26.375175	82.689964	38.02297210687379	1
132	(-2.53, 1.38, 5.350000000000003, 0.040530303030303055)	0.3756451105356018	24.129019555120106	0.7535985978505397	0.23354790472838127	-112	13.458677	39.21951	17.045321520836733	1
1182	(-2.53, 1.38, 81.13000000000004, 0.06863790186125215)	0.161766258597439	38.08711183913277	0.8886696968262612	0.07243262766641897	-193	40.06799	78.81401	46.60651641252899	1
2019	(-2.53, 1.38, 116.49000000000005, 0.05769687964338784)	0.5340860076695393	34.84274098357758	0.8627106898197608	0.09318967386223034	-247	28.12757	68.65377	37.31541564809235	1
1128	(-2.53, 1.38, 143.65000000000003, 0.12734929078014187)	0.17018652096064418	37.35495379163881	0.8777068047411457	0.07625889165689295	-232	34.169304	77.79797	44.820975078011934	1
1869	(-2.53, 1.38, -119.90999999999994, -0.06415730337078648)	0.12191654984426403	42.26401725632812	0.908418569536331	0.055279013162286714	-265	46.35683	89.693756	59.74134142412112	1
1371	(-2.53, 1.38, -251.90999999999997, -0.18374179431072207)	0.09830357816130461	47.353249023811486	0.8905097663317908	0.05893689040937307	-238	48.17596	93.051155	57.160411914558935	1
1386	(-2.53, 1.38, 216.59000000000003, 0.15626984126984128)	0.2717303958403215	36.236212471614905	0.8341335117677838	0.08790673387102485	-223	29.87996	70.555984	40.913208656984196	1
2217	(-2.53, 1.38, -13.379999999999917, -0.006035182679296309)	0.2020563711722167	46.372925409191396	0.9022850964636235	0.06235698856123129	-289	45.56928	80.278366	53.320269687959886	1
2994	(-2.53, 1.38, 69.49000000000011, 0.023209752839011392)	0.3118209303194941	53.4640457957772	0.8101010334346903	0.07262210264321423	-262	32.53588	108.73444	50.993315448183886	1
2301	(-2.53, 1.38, 41.61000000000007, 0.018083441981747096)	0.32544687817936274	32.95551929970897	0.8976419711436313	0.07251341920961665	-259	36.169132	74.39432	46.089258401719704	1
381	(-2.53, 1.38, 16.450000000000017, 0.04317585301837275)	0.2899374094863657	32.72210401744269	0.7479187871030575	0.1499597338348132	-145	21.172573	64.479576	26.748051537937616	1
6675	(-2.53, 1.38, 350.17000000000024, 0.052459925093632995)	0.44863921337983803	47.41142418085298	0.8870037863882837	0.057888823833467586	-313	39.39389	94.2308	58.4253140077948	1
879	(-2.53, 1.38, 111.54000000000002, 0.12689419795221846)	0.375947945803124	32.72451794510528	0.8011446338303444	0.1166409528483552	-193	28.385864	65.67818	32.10400895554226	1
1323	(-2.53, 1.38, -19.409999999999954, -0.014671201814058923)	0.1316414358244433	42.701009761962275	0.9315723717079529	0.062278814549315636	-232	38.775917	67.250656	51.70878311766561	1
702	(-2.53, 1.38, 16.28000000000003, 0.023190883190883232)	0.20306735993091776	34.617865412564754	0.7945793040179099	0.10441109756581154	-154	22.282755	79.04847	36.16074293404844	1
1671	(-2.53, 1.38, 122.76000000000005, 0.07346499102333935)	0.2690277430429581	33.33400331216344	0.8753052811804799	0.07700255916129584	-217	35.328526	67.410255	44.50989264894755	1
3666	(-2.53, 1.38, 50.160000000000124, 0.013682487725040951)	0.1923819706569475	43.63351665903677	0.9266795930326958	0.050898736822646104	-268	56.790905	88.403625	63.60403253615401	1
354	(-2.53, 1.38, 44.15000000000001, 0.12471751412429383)	0.2272521369662336	46.52957891024785	0.6145499787650874	0.1773178153405368	-124	23.029186	96.567924	27.53034632969178	1
516	(-2.53, 1.38, 9.000000000000014, 0.017441860465116307)	0.3409555701000896	29.50370041376446	0.8137205833050739	0.13208303034053834	-166	19.855051	56.59443	27.912512381319114	1
1113	(-2.53, 1.38, 125.70000000000005, 0.11293800539083562)	0.38892714927591315	29.695414912313083	0.8350089929704471	0.10782852097279376	-229	30.63006	58.064957	33.319344868710154	1
1692	(-2.53, 1.38, -17.499999999999943, -0.010342789598108713)	0.4309262200874495	31.193322498039127	0.8193449178022186	0.09507836097540268	-157	24.25597	87.74464	38.50993663500855	1
738	(-2.53, 1.38, 50.650000000000034, 0.06863143631436319)	0.877716216232968	19.802330243202316	0.8969266149621246	0.14696454723093666	-181	15.195833	36.13535	22.758925933309353	1
2394	(-2.53, 1.38, -25.89999999999992, -0.010818713450292365)	0.10120573306116556	54.271464878553246	0.9243291057153092	0.047099423030480404	-307	50.72512	99.17858	68.90949054726103	1
3747	(-2.53, 1.38, -745.1099999999997, -0.19885508406725372)	0.10138641883521389	67.08746344164551	0.8611056377428874	0.04499053418585693	-355	52.360264	121.9026	77.43613573391245	1
2334	(-2.53, 1.38, -154.9699999999999, -0.06639674378748925)	0.13763322504726397	49.83707839732875	0.9051660264373729	0.05369569567948755	-310	44.91778	99.26023	61.72392516367257	1
1299	(-2.53, 1.38, 106.57000000000005, 0.08204003079291766)	0.19350534185830184	39.10753446090679	0.879936181430256	0.07699087133920714	-187	34.22649	71.54773	44.28236878928491	1
1917	(-2.53, 1.38, -88.51999999999992, -0.04617631716223262)	0.1942669295144643	38.96575047036417	0.8950200800590427	0.06560520968505021	-247	47.71067	78.5857	51.091675816214085	1
5058	(-2.53, 1.38, -105.28999999999985, -0.020816528272044256)	0.3141173664891098	42.493501739924156	0.9299741450281566	0.05315938077978508	-283	53.265938	93.36997	60.68347839226904	1
3705	(-2.53, 1.38, 288.30000000000007, 0.07781376518218626)	0.15842067039679697	56.744069677557064	0.8862807901424504	0.048892892061832796	-319	52.11133	145.37599	69.23157177021497	1
612	(-2.53, 1.38, 64.30000000000001, 0.1050653594771242)	0.6130544865582763	22.436092925111062	0.8116360278371249	0.15309541620935327	-205	15.343673	68.947624	24.143362224079215	1
1653	(-2.53, 1.38, -86.51999999999992, -0.052341197822141514)	0.1575026325872195	39.80146278238872	0.9071841003081585	0.06354333331069591	-238	41.89864	77.9793	52.04222209205509	1
1032	(-2.53, 1.38, 10.890000000000036, 0.010552325581395385)	0.4242741572110072	23.885446800677244	0.8828040595506592	0.10480447743050139	-172	22.934687	53.88239	32.42478434255734	1
585	(-2.53, 1.38, 23.390000000000015, 0.039982905982906006)	0.36968910919883496	24.70011334918795	0.8486850073720541	0.12687108860779095	-151	23.241743	67.38252	27.8619852698793	1
2571	(-2.53, 1.38, 118.18000000000008, 0.04596654998055234)	0.6342011058138465	30.903829406630038	0.9219717158065508	0.08482814988299768	-274	29.47035	59.833275	38.35868069380015	1
3909	(-2.53, 1.38, -316.64999999999986, -0.08100537221795852)	0.11583624055298151	56.97444829198802	0.9524802135172911	0.04117283361112469	-403	68.718475	101.02595	76.49878455667947	1
657	(-2.53, 1.38, 70.01, 0.10656012176560123)	0.1839807782447929	46.005718502046854	0.7563095053310682	0.10826682871250388	-166	25.770248	86.98413	36.63753785620811	1
2952	(-2.53, 1.38, -3.6799999999998843, -0.001246612466124622)	0.2978522807819328	38.565230848309234	0.8903101768978189	0.06512205361750067	-238	42.166508	85.585464	51.74302674422781	1
237	(-2.53, 1.38, -5.219999999999993, -0.02202531645569617)	0.8335270797717528	14.019709089550238	0.8492539387913342	0.21772803882457364	-118	13.483609	34.608696	16.22442537580214	1
2577	(-2.53, 1.38, 72.24000000000007, 0.028032596041909223)	0.6163705012570746	30.783240388650192	0.9208217077402987	0.08412432102621366	-244	26.348896	58.891575	38.727916544104524	1
846	(-2.53, 1.38, 243.13000000000005, 0.287387706855792)	0.08903952049106795	55.61878063210713	0.8025780134398173	0.07362716799080113	-274	43.793957	88.74241	50.768683370834054	1
1719	(-2.53, 1.38, -9.479999999999963, -0.005514834205933661)	0.24753677926759363	51.19399864751029	0.8010048199796295	0.08119887350942899	-229	26.930496	99.38437	46.12497258948446	1
534	(-2.53, 1.38, 34.02000000000001, 0.06370786516853935)	0.28725826964573936	31.10134249428681	0.853951707014399	0.11688878520512917	-184	21.472763	63.150974	30.05488693878587	1
1290	(-2.53, 1.38, 16.930000000000028, 0.01312403100775196)	0.17844616997994672	45.42950918450084	0.7996159386862305	0.08180066461883662	-175	39.639126	93.84014	45.86516710568877	1
3090	(-2.53, 1.38, -133.00999999999985, -0.04304530744336565)	0.14072219912960524	50.68979599001925	0.941809020843703	0.04746765387306466	-370	57.43126	96.549774	67.10589020319472	1
1185	(-2.53, 1.38, 144.97000000000003, 0.12233755274261605)	0.8649381323448434	22.066977949190925	0.8902822062740481	0.12719268482880844	-214	20.61204	39.550114	26.49301751893834	1
2451	(-2.53, 1.38, 96.48000000000008, 0.039363525091799294)	0.24281021280007858	38.25149398323725	0.9268557229018544	0.06276505742519077	-256	43.527565	74.11201	51.56929430280469	1
1917	(-2.53, 1.38, 21.760000000000076, 0.011351069379238432)	0.10794295143377106	47.870696319182734	0.9229137909230708	0.05205645638282363	-265	54.573303	84.80945	62.443252739737765	1
1062	(-2.53, 1.38, -13.269999999999975, -0.01249529190207154)	0.3530983133203299	26.605136909277885	0.7927523443040602	0.11068602564915136	-193	21.26879	75.127846	34.18935644334961	1
615	(-2.53, 1.38, -13.259999999999973, -0.021560975609756054)	0.5390666612981933	19.94533591210458	0.8400141163868025	0.14272543567784476	-133	17.857538	62.107906	25.02264951460359	1
1092	(-2.53, 1.38, 100.86000000000004, 0.0923626373626374)	0.8878444828624793	19.46586745243265	0.9281920678138633	0.12735429477460122	-214	20.347504	40.188934	25.378725405493608	1
1515	(-2.53, 1.38, 51.25000000000004, 0.033828382838283856)	0.5695715599140526	26.424902191531903	0.9031889971127539	0.09901316015814185	-214	26.210077	53.487305	33.54669147486562	1
453	(-2.53, 1.38, 56.820000000000014, 0.12543046357615897)	0.5235676335179428	21.54949434722721	0.8354164989385973	0.15918805986309623	-145	17.074919	52.630222	22.55837006842483	1
1635	(-2.53, 1.38, 165.97000000000006, 0.1015107033639144)	0.4408354325336604	31.523993020667998	0.798823881900208	0.10160911936454897	-187	23.890533	76.22848	36.960473567875425	1
3612	(-2.53, 1.38, 97.62000000000012, 0.027026578073089735)	0.49011156695123465	37.79913356698413	0.9106596210641515	0.07041886599997763	-319	34.994305	83.022316	46.781715922753875	1
4203	(-2.53, 1.38, -157.43999999999986, -0.03745895788722338)	0.22654009870369313	42.43339342571686	0.9394425894988141	0.05061553091325398	-325	48.635338	81.11924	63.090971248089545	1
390	(-2.53, 1.38, 65.44000000000001, 0.16779487179487182)	0.3576362928157377	28.617662561698662	0.7152119657824456	0.1721682372077468	-121	14.977486	80.26186	24.36315061743059	1
648	(-2.53, 1.38, 87.20000000000002, 0.13456790123456794)	0.5654904529040388	23.686028226995933	0.8173063137895705	0.14741870704991794	-166	19.683567	67.07978	24.89910880229534	1
1611	(-2.53, 1.38, 10.670000000000037, 0.006623215394165138)	0.45714013386813074	28.467384095033314	0.8611439752967852	0.09518600331882969	-205	27.118713	64.92941	36.5992676433403	1
7290	(-2.53, 1.38, -245.92999999999972, -0.03373525377229077)	0.12278263384447782	66.79320211774541	0.9534634120411773	0.03379657146217089	-373	75.36773	117.409996	93.09890598841399	1
711	(-2.53, 1.38, 60.02000000000002, 0.08441631504922646)	0.36966634981078217	26.120065782730226	0.7843275645565632	0.1279153506342028	-151	22.02132	55.85031	29.902060157987997	1
378	(-2.53, 1.38, 3.730000000000013, 0.009867724867724902)	0.29576534743558974	23.177259518564377	0.8523033713618743	0.13606494573005265	-106	23.633722	53.849007	25.869068785429665	1
2871	(-2.53, 1.38, -57.08999999999988, -0.019885057471264327)	0.1374304835730184	61.67361976683294	0.8724209548196955	0.05182494895346516	-283	49.567535	120.111595	66.35234609350894	1
501	(-2.53, 1.38, 79.96000000000001, 0.15960079840319363)	0.688621028628752	20.380540203253243	0.883249903224865	0.15531587936056607	-193	18.34346	41.061493	21.868641057020348	1
2166	(-2.53, 1.38, 13.88000000000008, 0.006408125577100684)	0.20570349514324934	37.037942155258456	0.8832161907593202	0.06520029507122728	-280	44.815628	78.781334	52.096035134296066	1
852	(-2.53, 1.38, -71.64999999999996, -0.08409624413145536)	0.27606577856587977	27.829271936038587	0.8303733047939793	0.10500988469621776	-169	31.78387	53.01618	34.404693583503104	1
543	(-2.53, 1.38, 4.7000000000000135, 0.008655616942909785)	0.8370047326638689	16.762514639249332	0.8710227923427436	0.1657163702816326	-139	16.882624	46.155453	20.783865484836678	1
2589	(-2.53, 1.38, 49.30000000000009, 0.019042101197373536)	0.27731593616898736	39.47209007341933	0.9007101899868922	0.06605659611133834	-253	39.928406	81.310486	50.42199068801606	1
2262	(-2.53, 1.38, -23.939999999999934, -0.010583554376657795)	0.11980507338960669	45.96160955752501	0.919182708634196	0.051054238298227105	-301	51.94194	85.625435	63.92748332745157	1
627	(-2.53, 1.38, 53.180000000000014, 0.0848165869218501)	0.8854379155007651	16.33246020535556	0.928784066120456	0.15063278336140404	-172	15.801644	33.67735	21.443071689857618	1
4728	(-2.53, 1.38, -522.5799999999998, -0.11052876480541451)	0.06838651483080392	76.10552069274969	0.949365591420598	0.032186888905127525	-415	87.7914	136.31758	98.17677603942879	1
5826	(-2.53, 1.38, -283.34999999999985, -0.0486354273944387)	0.19780211184826374	50.951481329140094	0.9539302550795716	0.04239785740587325	-436	65.192444	91.507484	74.17554084765177	1
1074	(-2.53, 1.38, 100.97000000000004, 0.0940130353817505)	0.3022382790383652	34.6141553502556	0.7853379842610326	0.10410884447079516	-154	30.377504	81.918884	36.69247653525074	1
627	(-2.53, 1.38, 53.18000000000002, 0.08481658692185011)	1.0015637153730212	17.531062032342856	0.8965172021700221	0.1623427754350617	-187	16.622915	31.099123	20.612452181571996	1
1944	(-2.53, 1.38, -3.4999999999999503, -0.0018004115226337193)	0.21643822162606596	60.007291367035975	0.8028740279902752	0.07440756827721173	-268	33.86295	114.31826	50.217690292966566	1
1515	(-2.53, 1.38, 64.00000000000006, 0.04224422442244228)	0.1743050037123427	35.78377332575453	0.8992117692541904	0.06817761693314259	-190	39.681732	72.08687	48.93475917177795	1
936	(-2.53, 1.38, 76.86000000000004, 0.08211538461538466)	0.8370574168950174	18.954246277151285	0.9286447077583644	0.12973097434104838	-190	21.67623	36.46213	24.901642092484387	1
1899	(-2.53, 1.38, -40.98999999999992, -0.021585044760400168)	0.1465355787947794	42.273943144238416	0.8918401580694777	0.06015189188564338	-226	50.438446	81.56203	55.92228898956661	1
1689	(-2.53, 1.38, 18.870000000000047, 0.01117229129662525)	0.27192770409709466	50.094530603780626	0.8016412967697897	0.08373259929877652	-217	25.09553	116.29184	44.69372985816678	1
3681	(-2.53, 1.38, -29.399999999999864, -0.007986960065199637)	0.22862415989884874	43.578363769249776	0.8931398968711987	0.055985931549653735	-256	52.220886	92.09372	59.99607729988143	1
1185	(-2.53, 1.38, 120.02000000000004, 0.10128270042194096)	0.5153161617465327	23.767136580814203	0.8716858895383433	0.10904020939341526	-178	21.563538	56.129	31.562730131837633	1
1521	(-2.53, 1.38, -0.1799999999999473, -0.00011834319526623755)	0.213651809654401	34.99460363026404	0.890153404105063	0.07363937294830528	-229	29.288137	73.53211	45.76635404744698	1
885	(-2.53, 1.38, -26.00999999999997, -0.029389830508474542)	0.9477109856377588	18.41128821124916	0.9283599774005166	0.13625888126235539	-244	19.115156	37.007626	23.71592272248616	1
1197	(-2.53, 1.38, 75.10000000000004, 0.0627401837928154)	0.20169245633659574	33.97835780583515	0.8325972300724428	0.08328248793088046	-160	27.63058	66.088036	43.264590996620505	1
2022	(-2.53, 1.38, 2.600000000000052, 0.0012858555885262373)	0.22470978264712693	46.22588934738123	0.8590979362407785	0.06951370257852617	-211	38.692577	88.02619	50.23520253639086	1
4179	(-2.53, 1.38, 152.55000000000013, 0.03650394831299357)	0.34062464020878835	47.517797655586726	0.874882683364316	0.06206899642286543	-247	48.17729	96.18152	55.24547483458939	1
489	(-2.53, 1.38, 62.210000000000015, 0.1272188139059305)	0.33956904815043953	31.4321691232907	0.7877959356832955	0.13750099028573182	-145	17.653234	66.06468	27.69502061995441	1
192	(-2.53, 1.38, 56.17, 0.2925520833333333)	0.4867886476340906	30.070025458856517	0.6365653682378359	0.2697807233169717	-91	10.169821	69.05124	17.468971345643503	1
1164	(-2.53, 1.38, 92.48000000000005, 0.07945017182130588)	0.4802420440339527	24.417249347781	0.8867162417322794	0.10429340471122094	-220	22.384943	48.81281	32.43991786001248	1
3207	(-2.53, 1.38, 97.65000000000009, 0.030449017773620236)	0.16753033329599923	55.15463889114652	0.852295310301035	0.05461393137138234	-244	52.411896	141.21512	64.45071144242543	1
2142	(-2.53, 1.38, 12.310000000000075, 0.0057469654528478405)	0.5871270016789615	31.72337272282001	0.8879966147485636	0.09084443911526756	-229	25.605879	71.86123	37.18875134737448	1
1608	(-2.53, 1.38, 89.65000000000006, 0.05575248756218909)	0.11025828497899288	71.55463409914996	0.8059209197875539	0.06307660614042147	-256	44.325264	126.43456	59.01474129560815	1
2097	(-2.53, 1.38, 165.05000000000004, 0.07870767763471628)	0.2569434944343231	39.09357340222004	0.8459571248391429	0.07299111153211112	-175	35.335014	85.95134	48.585080309964965	1
2757	(-2.53, 1.38, 208.5700000000001, 0.07565107000362717)	0.49320203503760807	36.67000900792461	0.8723651297794329	0.0815617053532258	-208	31.332016	66.90731	42.16350046441842	1
1197	(-2.53, 1.38, 118.29000000000002, 0.09882205513784463)	0.6751727096454871	28.09601828361442	0.8589567163618507	0.11931406459124383	-184	19.58021	57.871147	29.272400204092257	1
1851	(-2.53, 1.38, 55.30000000000006, 0.029875742841707218)	0.20467129217692023	48.13280864201319	0.8140862273932172	0.07301698939489208	-214	32.996704	105.27894	50.4692585972039	1
1614	(-2.53, 1.38, 97.07000000000005, 0.060142503097893464)	0.46859182228170604	32.77638156139271	0.8054626410733761	0.10296750157357165	-157	23.834986	76.20438	36.1722628364705	1
1095	(-2.53, 1.38, 79.32000000000005, 0.07243835616438361)	0.1587916593528749	43.71981990895436	0.844491978772079	0.07775494293609216	-196	34.82953	88.534935	45.68753414401787	1
783	(-2.53, 1.38, -16.849999999999973, -0.02151979565772666)	0.39970858668960024	23.68950743129024	0.8848910582408305	0.1120478168398622	-145	25.573742	54.525238	30.257152142110897	1
4200	(-2.53, 1.38, 36.97000000000017, 0.008802380952380992)	0.12230679701343411	57.87211343495205	0.9581459183844984	0.04048929215478967	-418	66.79571	102.06089	77.33025040134694	1
1545	(-2.53, 1.38, 39.00000000000008, 0.025242718446601992)	0.3854210984798693	28.278671689203307	0.8422292872355316	0.09443393125271268	-208	23.140915	61.396675	37.719232377882584	1
3360	(-2.53, 1.38, 229.9800000000001, 0.0684464285714286)	0.29190135154134095	38.65094249440763	0.8981560106768977	0.061757471907035996	-256	35.276855	81.21754	54.085389864499106	1
4554	(-2.53, 1.38, -153.23999999999987, -0.033649538866930145)	0.1884372759365877	45.626895313198034	0.9475045251841268	0.04605529816846284	-325	63.082867	86.532166	68.74804674531238	1
2034	(-2.53, 1.38, 15.540000000000054, 0.007640117994100321)	0.2512372117456067	49.02538495540506	0.8273305067283248	0.07474868273583822	-220	24.248804	93.17968	48.51082632429929	1
261	(-2.53, 1.38, 19.950000000000006, 0.07643678160919543)	0.36540505923874483	22.44062870463325	0.7931944290235553	0.17396729092268573	-112	17.702444	56.00923	21.74072381050953	1
690	(-2.53, 1.38, 37.56000000000004, 0.054434782608695706)	0.15278106524959326	40.5685254221048	0.8476159111547209	0.08980491923674155	-184	38.13947	66.49271	39.41141498122034	1
1185	(-2.53, 1.38, 127.04000000000003, 0.10720675105485235)	0.537070851774777	24.227666913190568	0.8492545783650637	0.11346978331792534	-166	19.837366	84.861824	31.131721190442484	1
3813	(-2.53, 1.38, -164.52999999999986, -0.04314975085234719)	0.1300800481742809	54.73666608940503	0.9590861269350404	0.04252187282434186	-409	64.45891	91.828415	73.56161603572528	1
3390	(-2.53, 1.38, -295.3899999999999, -0.08713569321533919)	0.1478615302699943	46.44025655684263	0.9482134351597579	0.046418122995886976	-292	61.30477	85.13353	68.15968509066288	1
3405	(-2.53, 1.38, 29.860000000000127, 0.008769456681350991)	0.4991460096951008	36.25144295561962	0.9112855167251861	0.07223718124942419	-277	37.482903	71.62412	45.57282970528456	1
2688	(-2.53, 1.38, -45.44999999999989, -0.0169084821428571)	0.30064034605044593	33.72828711396257	0.9007679925826347	0.06812426118751588	-235	35.61033	81.936874	48.88847649057334	1
1617	(-2.53, 1.38, 167.18000000000006, 0.10338899196042058)	0.45857675528683356	26.967053006941484	0.8730802339767764	0.09524121714224791	-199	29.721483	70.29931	36.07797569826311	1
684	(-2.53, 1.38, 53.060000000000024, 0.07757309941520471)	0.5857337893688948	23.24670157542443	0.8594030146967078	0.13626681483909409	-178	19.494335	58.249973	25.617354444478664	1
2739	(-2.53, 1.38, 41.21000000000012, 0.01504563709382991)	0.18632893538121528	51.908658812673586	0.888567559919185	0.05721753647048258	-277	40.39725	117.11468	59.00674330628818	1
459	(-2.53, 1.38, 48.87000000000002, 0.10647058823529416)	0.5914738721997468	20.32140666436207	0.8017341354334027	0.17107198581918073	-118	17.999992	47.421295	21.87318282761614	1
1533	(-2.53, 1.38, 85.99000000000007, 0.056092628832354906)	0.33337859239540724	32.30195307837497	0.921315383195941	0.08175234895739611	-250	29.241821	59.073586	39.83021880287384	1
3231	(-2.53, 1.38, -12.709999999999873, -0.003933766635716457)	0.2670720478657233	40.712352115749034	0.8843240088184021	0.06133762891909845	-280	40.678402	89.13733	55.30735061029649	1
744	(-2.53, 1.38, -62.919999999999966, -0.08456989247311823)	0.11431033679932986	43.32565833720074	0.8122908650255408	0.08147328119102888	-145	29.13946	85.376205	45.33091427680683	1
1368	(-2.53, 1.38, 95.38000000000004, 0.06972222222222225)	0.3807874445103218	35.96242085195112	0.8393485161359197	0.09633803589338587	-166	28.621466	67.36133	37.100617659662106	1
666	(-2.53, 1.38, 102.66000000000001, 0.15414414414414415)	0.3198526451232695	30.916229577746396	0.8226462450665879	0.11894179427252718	-151	25.833237	62.601402	30.660105811259097	1
1485	(-2.53, 1.38, -47.96999999999993, -0.03230303030303026)	0.14803186899425605	42.61962532101552	0.9227452978691578	0.06284313267518873	-250	41.80788	70.284164	51.734658638233434	1
717	(-2.53, 1.38, 9.250000000000036, 0.012900976290097678)	0.4205717487203677	33.40079798917807	0.7571268746588655	0.13781992318209096	-199	17.560595	82.35044	28.750181399205132	1
4080	(-2.53, 1.38, 3.5700000000001495, 0.0008750000000000367)	0.2750955098257208	41.59294993347552	0.8972229044645954	0.05673477856500176	-316	41.154346	84.71082	58.93476264212911	1
477	(-2.53, 1.38, -83.75999999999999, -0.17559748427672955)	0.1787270375510124	31.49370730366426	0.8771748287641803	0.10365751834547869	-187	29.356997	57.6367	32.993948086624	1
2223	(-2.53, 1.38, 41.75000000000007, 0.01878092667566355)	0.28515758039944655	47.55999376164484	0.8272472891765243	0.07618479786464395	-283	39.75262	92.519684	47.60116506270519	1
978	(-2.53, 1.38, 32.49000000000002, 0.03322085889570554)	0.8970606700661716	19.008476816223222	0.925287384571606	0.13115461467065123	-205	19.449568	39.76086	24.72071557678992	1
474	(-2.53, 1.38, 20.620000000000022, 0.0435021097046414)	0.1312532620673043	34.03725461002413	0.8364901181581674	0.10050684437325835	-136	30.641642	71.43603	35.68328283540663	1
6036	(-2.53, 1.38, 243.83000000000024, 0.040395957587806536)	0.4067583660397446	53.803418335580886	0.8552236392699991	0.05938148843998063	-295	46.752617	103.5641	59.07319747522	1
549	(-2.53, 1.38, -3.569999999999978, -0.006502732240437119)	0.46208698875060594	23.69379956258116	0.7891185365450634	0.1493341979940377	-154	15.764773	67.80862	25.45773348978024	1
1095	(-2.53, 1.38, 25.330000000000034, 0.02313242009132423)	0.3741859619962077	26.51418091248945	0.8361128783224557	0.10470045689823752	-169	21.165215	81.190895	34.26949976829934	1
1275	(-2.53, 1.38, 3.680000000000039, 0.002886274509803952)	0.2785252342418018	41.817731419129125	0.8603640988416733	0.08617835343426988	-235	35.592842	72.27287	40.461388554933485	1
1575	(-2.53, 1.38, 40.47000000000005, 0.025695238095238125)	0.1846141477621766	35.825153953656766	0.8467457069913026	0.0722188111800785	-199	33.13801	94.70715	49.0589124243121	1
1263	(-2.53, 1.38, 106.68000000000004, 0.08446555819477437)	0.3286755408387071	31.5909927386799	0.8392461275080767	0.09462379422263299	-160	28.925102	66.105415	37.77735526422568	1
2889	(-2.53, 1.38, 131.3800000000001, 0.04547594323295261)	0.5576923535976285	29.45913404199975	0.9233834723654726	0.0790784092095511	-268	36.53008	64.36469	41.08480534492515	1
5547	(-2.53, 1.38, 293.6600000000002, 0.05294032810528217)	0.39804212763856306	43.82996447201567	0.9285918068050599	0.05607406215484608	-262	44.06617	81.82352	57.614843768951	1
474	(-2.53, 1.38, 66.23, 0.13972573839662447)	0.19960945285972426	34.86226821013173	0.7749300069191689	0.12216443360860592	-145	18.271744	68.48469	31.689398136542273	1
2337	(-2.53, 1.38, 54.930000000000064, 0.023504492939666267)	0.24874726650573442	53.76779326508692	0.7905415485137419	0.07465196249980292	-196	37.00565	98.49297	50.834121825841756	1
